dataset,variable,label,description
Network Survey Wave 2 (Winter 2012),alter11relsq001_sq019_2,alter11.rel [SQ001_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter11relsq002_sq019_2,alter11.rel [SQ002_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter11relsq003_sq019_2,alter11.rel [SQ003_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter11relsq004_sq019_2,alter11.rel [SQ004_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter11relsq005_sq019_2,alter11.rel [SQ005_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter11relsq006_sq019_2,alter11.rel [SQ006_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter11relsq007_sq019_2,alter11.rel [SQ007_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter11relsq008_sq019_2,alter11.rel [SQ008_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter11relsq009_sq019_2,alter11.rel [SQ009_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter12relsq001_sq019_2,alter12.rel [SQ001_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter12relsq002_sq019_2,alter12.rel [SQ002_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter12relsq003_sq019_2,alter12.rel [SQ003_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter12relsq004_sq019_2,alter12.rel [SQ004_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter12relsq005_sq019_2,alter12.rel [SQ005_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter12relsq006_sq019_2,alter12.rel [SQ006_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter12relsq007_sq019_2,alter12.rel [SQ007_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter12relsq008_sq019_2,alter12.rel [SQ008_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter13relsq001_sq019_2,alter13.rel [SQ001_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter13relsq002_sq019_2,alter13.rel [SQ002_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter13relsq003_sq019_2,alter13.rel [SQ003_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter13relsq004_sq019_2,alter13.rel [SQ004_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter13relsq005_sq019_2,alter13.rel [SQ005_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter13relsq006_sq019_2,alter13.rel [SQ006_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter13relsq007_sq019_2,alter13.rel [SQ007_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter14relsq001_sq019_2,alter14.rel [SQ001_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter14relsq002_sq019_2,alter14.rel [SQ002_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter14relsq003_sq019_2,alter14.rel [SQ003_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter14relsq004_sq019_2,alter14.rel [SQ004_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter14relsq005_sq019_2,alter14.rel [SQ005_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter14relsq006_sq019_2,alter14.rel [SQ006_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter15relsq001_sq019_2,alter15.rel [SQ001_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter15relsq002_sq019_2,alter15.rel [SQ002_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter15relsq003_sq019_2,alter15.rel [SQ003_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter15relsq004_sq019_2,alter15.rel [SQ004_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter15relsq005_sq019_2,alter15.rel [SQ005_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter16relsq001_sq019_2,alter16.rel [SQ001_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter16relsq002_sq019_2,alter16.rel [SQ002_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter16relsq003_sq019_2,alter16.rel [SQ003_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter16relsq004_sq019_2,alter16.rel [SQ004_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter17relsq001_sq019_2,alter17.rel [SQ001_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter17relsq002_sq019_2,alter17.rel [SQ002_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter17relsq003_sq019_2,alter17.rel [SQ003_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter18relsq001_sq019_2,alter18.rel [SQ001_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter18relsq002_sq019_2,alter18.rel [SQ002_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter19relsq001_sq001_2,alter19.rel [SQ001_SQ001],NA
Network Survey Wave 2 (Winter 2012),alter1relsq001_sq001_2,alter1.rel [SQ001_SQ001],NA
Network Survey Wave 2 (Winter 2012),alter1relsq002_sq001_2,alter1.rel [SQ002_SQ001],NA
Network Survey Wave 2 (Winter 2012),alter1relsq003_sq001_2,alter1.rel [SQ003_SQ001],NA
Network Survey Wave 2 (Winter 2012),alter1relsq004_sq001_2,alter1.rel [SQ004_SQ001],NA
Network Survey Wave 2 (Winter 2012),alter1relsq005_sq001_2,alter1.rel [SQ005_SQ001],NA
Network Survey Wave 2 (Winter 2012),alter1relsq006_sq001_2,alter1.rel [SQ006_SQ001],NA
Network Survey Wave 2 (Winter 2012),alter1relsq007_sq001_2,alter1.rel [SQ007_SQ001],NA
Network Survey Wave 2 (Winter 2012),alter1relsq008_sq001_2,alter1.rel [SQ008_SQ001],NA
Network Survey Wave 2 (Winter 2012),alter1relsq009_sq001_2,alter1.rel [SQ009_SQ001],NA
Network Survey Wave 2 (Winter 2012),alter1relsq010_sq001_2,alter1.rel [SQ010_SQ001],NA
Network Survey Wave 2 (Winter 2012),alter1relsq011_sq001_2,alter1.rel [SQ011_SQ001],NA
Network Survey Wave 2 (Winter 2012),alter1relsq012_sq001_2,alter1.rel [SQ012_SQ001],NA
Network Survey Wave 2 (Winter 2012),alter1relsq013_sq001_2,alter1.rel [SQ013_SQ001],NA
Network Survey Wave 2 (Winter 2012),alter1relsq014_sq001_2,alter1.rel [SQ014_SQ001],NA
Network Survey Wave 2 (Winter 2012),alter1relsq015_sq001_2,alter1.rel [SQ015_SQ001],NA
Network Survey Wave 2 (Winter 2012),alter1relsq016_sq001_2,alter1.rel [SQ016_SQ001],NA
Network Survey Wave 2 (Winter 2012),alter1relsq017_sq001_2,alter1.rel [SQ017_SQ001],NA
Network Survey Wave 2 (Winter 2012),alter1relsq018_sq001_2,alter1.rel [SQ018_SQ001],NA
Network Survey Wave 2 (Winter 2012),alter1relsq019_sq001_2,alter1.rel [SQ019_SQ001],NA
Network Survey Wave 2 (Winter 2012),alter2relsq001_sq019_2,alter2.rel [SQ001_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter2relsq002_sq019_2,alter2.rel [SQ002_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter2relsq003_sq019_2,alter2.rel [SQ003_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter2relsq004_sq019_2,alter2.rel [SQ004_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter2relsq005_sq019_2,alter2.rel [SQ005_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter2relsq006_sq019_2,alter2.rel [SQ006_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter2relsq007_sq019_2,alter2.rel [SQ007_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter2relsq008_sq019_2,alter2.rel [SQ008_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter2relsq009_sq019_2,alter2.rel [SQ009_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter2relsq010_sq019_2,alter2.rel [SQ010_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter2relsq011_sq019_2,alter2.rel [SQ011_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter2relsq012_sq019_2,alter2.rel [SQ012_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter2relsq013_sq019_2,alter2.rel [SQ013_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter2relsq014_sq019_2,alter2.rel [SQ014_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter2relsq015_sq019_2,alter2.rel [SQ015_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter2relsq016_sq019_2,alter2.rel [SQ016_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter2relsq017_sq019_2,alter2.rel [SQ017_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter2relsq018_sq019_2,alter2.rel [SQ018_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter3relsq001_sq019_2,alter3.rel [SQ001_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter3relsq002_sq019_2,alter3.rel [SQ002_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter3relsq003_sq019_2,alter3.rel [SQ003_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter3relsq004_sq019_2,alter3.rel [SQ004_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter3relsq005_sq019_2,alter3.rel [SQ005_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter3relsq006_sq019_2,alter3.rel [SQ006_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter3relsq007_sq019_2,alter3.rel [SQ007_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter3relsq008_sq019_2,alter3.rel [SQ008_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter3relsq009_sq019_2,alter3.rel [SQ009_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter3relsq010_sq019_2,alter3.rel [SQ010_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter3relsq011_sq019_2,alter3.rel [SQ011_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter3relsq012_sq019_2,alter3.rel [SQ012_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter3relsq013_sq019_2,alter3.rel [SQ013_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter3relsq014_sq019_2,alter3.rel [SQ014_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter3relsq015_sq019_2,alter3.rel [SQ015_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter3relsq016_sq019_2,alter3.rel [SQ016_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter3relsq017_sq019_2,alter3.rel [SQ017_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter4relsq001_sq019_2,alter4.rel [SQ001_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter4relsq002_sq019_2,alter4.rel [SQ002_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter4relsq003_sq019_2,alter4.rel [SQ003_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter4relsq004_sq019_2,alter4.rel [SQ004_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter4relsq005_sq019_2,alter4.rel [SQ005_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter4relsq006_sq019_2,alter4.rel [SQ006_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter4relsq007_sq019_2,alter4.rel [SQ007_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter4relsq008_sq019_2,alter4.rel [SQ008_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter4relsq009_sq019_2,alter4.rel [SQ009_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter4relsq010_sq019_2,alter4.rel [SQ010_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter4relsq011_sq019_2,alter4.rel [SQ011_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter4relsq012_sq019_2,alter4.rel [SQ012_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter4relsq013_sq019_2,alter4.rel [SQ013_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter4relsq014_sq019_2,alter4.rel [SQ014_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter4relsq015_sq019_2,alter4.rel [SQ015_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter4relsq016_sq019_2,alter4.rel [SQ016_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter5relsq001_sq019_2,alter5.rel [SQ001_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter5relsq002_sq019_2,alter5.rel [SQ002_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter5relsq003_sq019_2,alter5.rel [SQ003_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter5relsq004_sq019_2,alter5.rel [SQ004_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter5relsq005_sq019_2,alter5.rel [SQ005_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter5relsq006_sq019_2,alter5.rel [SQ006_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter5relsq007_sq019_2,alter5.rel [SQ007_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter5relsq008_sq019_2,alter5.rel [SQ008_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter5relsq009_sq019_2,alter5.rel [SQ009_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter5relsq010_sq019_2,alter5.rel [SQ010_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter5relsq011_sq019_2,alter5.rel [SQ011_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter5relsq012_sq019_2,alter5.rel [SQ012_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter5relsq013_sq019_2,alter5.rel [SQ013_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter5relsq014_sq019_2,alter5.rel [SQ014_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter5relsq015_sq019_2,alter5.rel [SQ015_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter6relsq001_sq019_2,alter6.rel [SQ001_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter6relsq002_sq019_2,alter6.rel [SQ002_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter6relsq003_sq019_2,alter6.rel [SQ003_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter6relsq004_sq019_2,alter6.rel [SQ004_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter6relsq005_sq019_2,alter6.rel [SQ005_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter6relsq006_sq019_2,alter6.rel [SQ006_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter6relsq007_sq019_2,alter6.rel [SQ007_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter6relsq008_sq019_2,alter6.rel [SQ008_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter6relsq009_sq019_2,alter6.rel [SQ009_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter6relsq010_sq019_2,alter6.rel [SQ010_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter6relsq011_sq019_2,alter6.rel [SQ011_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter6relsq012_sq019_2,alter6.rel [SQ012_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter6relsq013_sq019_2,alter6.rel [SQ013_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter6relsq014_sq019_2,alter6.rel [SQ014_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter7relsq001_sq019_2,alter7.rel [SQ001_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter7relsq002_sq019_2,alter7.rel [SQ002_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter7relsq003_sq019_2,alter7.rel [SQ003_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter7relsq004_sq019_2,alter7.rel [SQ004_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter7relsq005_sq019_2,alter7.rel [SQ005_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter7relsq006_sq019_2,alter7.rel [SQ006_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter7relsq007_sq019_2,alter7.rel [SQ007_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter7relsq008_sq019_2,alter7.rel [SQ008_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter7relsq009_sq019_2,alter7.rel [SQ009_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter7relsq010_sq019_2,alter7.rel [SQ010_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter7relsq011_sq019_2,alter7.rel [SQ011_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter7relsq012_sq019_2,alter7.rel [SQ012_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter7relsq013_sq019_2,alter7.rel [SQ013_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter8relsq001_sq019_2,alter8.rel [SQ001_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter8relsq002_sq019_2,alter8.rel [SQ002_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter8relsq003_sq019_2,alter8.rel [SQ003_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter8relsq004_sq019_2,alter8.rel [SQ004_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter8relsq005_sq019_2,alter8.rel [SQ005_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter8relsq006_sq019_2,alter8.rel [SQ006_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter8relsq007_sq019_2,alter8.rel [SQ007_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter8relsq008_sq019_2,alter8.rel [SQ008_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter8relsq009_sq019_2,alter8.rel [SQ009_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter8relsq010_sq019_2,alter8.rel [SQ010_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter8relsq011_sq019_2,alter8.rel [SQ011_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter8relsq012_sq019_2,alter8.rel [SQ012_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter9relsq001_sq019_2,alter9.rel [SQ001_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter9relsq002_sq019_2,alter9.rel [SQ002_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter9relsq003_sq019_2,alter9.rel [SQ003_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter9relsq004_sq019_2,alter9.rel [SQ004_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter9relsq005_sq019_2,alter9.rel [SQ005_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter9relsq006_sq019_2,alter9.rel [SQ006_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter9relsq007_sq019_2,alter9.rel [SQ007_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter9relsq008_sq019_2,alter9.rel [SQ008_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter9relsq009_sq019_2,alter9.rel [SQ009_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter9relsq010_sq019_2,alter9.rel [SQ010_SQ019],NA
Network Survey Wave 2 (Winter 2012),alter9relsq011_sq019_2,alter9.rel [SQ011_SQ019],NA
Network Survey Wave 2 (Winter 2012),startlanguage_2,Start language,NA
Network Survey Wave 2 (Winter 2012),token_2,Token,NA
Network Survey Wave 2 (Winter 2012),id_2,Survey ID,NA
Network Survey Wave 2 (Winter 2012),completed_2,Completed,NA
Network Survey Wave 2 (Winter 2012),lastpageseen_2,Last page seen,NA
Network Survey Wave 2 (Winter 2012),FirstName_2,First Name,NA
Network Survey Wave 2 (Winter 2012),LastName_2,Last Name,NA
Network Survey Wave 2 (Winter 2012),survey_2,Survey,NA
Network Survey Wave 2 (Winter 2012),socialcontextWork_2,Interact at work,NA
Network Survey Wave 2 (Winter 2012),socialcontextTextcalling_2,Interact through text or calling,NA
Network Survey Wave 2 (Winter 2012),socialcontextInternet_2,Interact through the internet,NA
Network Survey Wave 2 (Winter 2012),socialcontextCulturalathletic_2,Interact through cultural or athletic event,NA
Network Survey Wave 2 (Winter 2012),socialcontextOther_2,Interact Other,NA
Network Survey Wave 2 (Winter 2012),freqfall2011_2,Frequency of interaction during fall 2011,NA
Network Survey Wave 2 (Winter 2012),freqwinter2011_2,Frequency of Interaction over Winter Break 2012,NA
Network Survey Wave 2 (Winter 2012),gender_2,Gender,NA
Network Survey Wave 2 (Winter 2012),reltype_2,Relationship Type,NA
Network Survey Wave 2 (Winter 2012),subjectivesimilar_2,Ego's perception of similarity to alter,NA
Network Survey Wave 2 (Winter 2012),duplicate_2,NA,NA
Network Survey Wave 2 (Winter 2012),duplicate_name_2,NA,NA
Network Survey Wave 2 (Winter 2012),duplicate_number_2,NA,NA
Network Survey Wave 3 (Summer 2012),sender,Study Participant's Number,NA
Network Survey Wave 3 (Summer 2012),position_3,Position listed in survey,NA
Network Survey Wave 3 (Summer 2012),altername,Alter Name,NA
Network Survey Wave 3 (Summer 2012),receiver_string,Phone Number,NA
Network Survey Wave 3 (Summer 2012),receiver,Phone Number,NA
Network Survey Wave 3 (Summer 2012),email_3,Email,NA
Network Survey Wave 3 (Summer 2012),freqspring2012_3,Frequency of interaction during Spring 2012,NA
Network Survey Wave 3 (Summer 2012),closeness_3,Closeness,NA
Network Survey Wave 3 (Summer 2012),duration_3,"Duration of Relationship, in Years",NA
Network Survey Wave 3 (Summer 2012),emotionloving_3,Loving,NA
Network Survey Wave 3 (Summer 2012),emotionexciting_3,Exciting,NA
Network Survey Wave 3 (Summer 2012),emotionsignificant_3,Significant,NA
Network Survey Wave 3 (Summer 2012),notredamerelation_3,Relationship to Notre Dame,NA
Network Survey Wave 3 (Summer 2012),socialcontextOffcampus_3,Interact off campus,NA
Network Survey Wave 3 (Summer 2012),socialcontextInclass_3,Interact in class,NA
Network Survey Wave 3 (Summer 2012),socialcontextOutsideclass_3,Interact outside of class,NA
Network Survey Wave 3 (Summer 2012),socialcontextDormroom_3,Interact Your/Their dormroom,NA
Network Survey Wave 3 (Summer 2012),socialcontextDorm_3,Interact in the dorm,NA
Network Survey Wave 3 (Summer 2012),socialcontextReligious_3,Interact at religious event,NA
Network Survey Wave 3 (Summer 2012),socialcontextHome_3,Interact at home,NA
Network Survey Wave 3 (Summer 2012),socialcontextClubteam_3,Interact through club or team,NA
Network Survey Wave 3 (Summer 2012),activitiesact01_3,5.activities [act01],NA
Network Survey Wave 3 (Summer 2012),activitiesact02_3,5.activities [act02],NA
Network Survey Wave 3 (Summer 2012),activitiesact03_3,5.activities [act03],NA
Network Survey Wave 3 (Summer 2012),activitiesact04_3,5.activities [act04],NA
Network Survey Wave 3 (Summer 2012),activitiesact05_3,5.activities [act05],NA
Network Survey Wave 3 (Summer 2012),sameactivities1_3,Does Activity 1,NA
Network Survey Wave 3 (Summer 2012),sameactivities2_3,Does actiivty 2,NA
Network Survey Wave 3 (Summer 2012),sameactivities3_3,Does activity 3,NA
Network Survey Wave 3 (Summer 2012),sameactivities4_3,Does Activity 4,NA
Network Survey Wave 3 (Summer 2012),sameactivities5_3,Does Activity 5,NA
Network Survey Wave 3 (Summer 2012),alter10relsq001_sq019_3,alter10.rel [SQ001_SQ019],NA
Network Survey Wave 3 (Summer 2012),alter10relsq002_sq019_3,alter10.rel [SQ002_SQ019],NA
Network Survey Wave 3 (Summer 2012),alter10relsq003_sq019_3,alter10.rel [SQ003_SQ019],NA
Network Survey Wave 3 (Summer 2012),alter10relsq004_sq019_3,alter10.rel [SQ004_SQ019],NA
Network Survey Wave 3 (Summer 2012),alter10relsq005_sq019_3,alter10.rel [SQ005_SQ019],NA
Network Survey Wave 3 (Summer 2012),alter10relsq006_sq019_3,alter10.rel [SQ006_SQ019],NA
Network Survey Wave 3 (Summer 2012),alter10relsq007_sq019_3,alter10.rel [SQ007_SQ019],NA
Network Survey Wave 3 (Summer 2012),alter10relsq008_sq019_3,alter10.rel [SQ008_SQ019],NA
Network Survey Wave 3 (Summer 2012),alter10relsq009_sq019_3,alter10.rel [SQ009_SQ019],NA
Network Survey Wave 3 (Summer 2012),alter10relsq010_sq019_3,alter10.rel [SQ010_SQ019],NA
Network Survey Wave 3 (Summer 2012),alter11relsq001_sq019_3,alter11.rel [SQ001_SQ019],NA
Network Survey Wave 3 (Summer 2012),alter11relsq002_sq019_3,alter11.rel [SQ002_SQ019],NA
Network Survey Wave 3 (Summer 2012),alter11relsq003_sq019_3,alter11.rel [SQ003_SQ019],NA
Network Survey Wave 3 (Summer 2012),alter11relsq004_sq019_3,alter11.rel [SQ004_SQ019],NA
Network Survey Wave 3 (Summer 2012),alter11relsq005_sq019_3,alter11.rel [SQ005_SQ019],NA
